latitude,longitude
-35.9397,146.5688
-33.0576,150.8545
-27.4777,153.4543
-31.6937,146.3137
-37.5681,142.759
-29.3737,149.5708
-42.6127,147.6527
-36.7334,149.3494
-33.4276,148.0461
-28.4301,150.8798
-34.0146,148.1805
-33.9815,148.7072
-34.9617,147.0532
-33.7329,146.934
-36.9267,145.8824
-40.9646,144.9713
-28.99,152.2363
-29.2544,152.7058
-37.3486,142.2073
-37.7236,142.9471
-33.0894,146.7633
-28.4247,148.0813
-35.577,147.0826
-29.3103,148.3655
-35.474,145.3608
-34.534,145.8712
-27.89,150.8551
-36.5453,146.9733
-34.9052,147.489
-37.0645,143.9092
-31.1401,149.178
-34.1142,141.0049
-41.1275,144.8843
-41.3611,147.2493
-27.4833,147.5736
-29.7065,148.307
-27.7032,152.2849
-35.735,145.5953
-35.6069,146.859
-36.1203,141.4299
-35.9556,146.6528
-31.4686,148.8864
-41.1243,145.3487
-28.1366,150.7178
-29.1718,151.5622
-31.8207,145.6275
-35.5129,145.8424
-36.4545,145.6698
-30.8185,151.9627
-34.4292,147.7984
-27.6885,148.3289
-28.6757,140.9979
-35.2482,143.4796
-33.8185,150.8391
-28.4334,148.1524
-36.1379,147.4187
-31.814,148.3761
-34.3924,147.4296
-28.9561,152.793
-29.1687,151.9581
-28.4775,149.8884
-35.907,146.0536
-36.8134,148.606
-27.4218,147.9564
-34.9216,140.9388
-33.8233,150.2464
-38.5122,146.4007
-34.3945,145.7517
-33.3807,149.0085
-32.2206,147.9333
-33.6375,151.1047
-34.1205,148.464
-37.825,142.7559
-35.8143,146.226
-42.124,147.0031
-30.9008,151.6288
-34.4488,148.3212
-28.4278,142.949
-34.4316,146.0576
-36.2598,141.279
-35.6938,146.4219
-31.7049,146.3096
-29.0937,152.3291
-29.202,148.596
-33.2535,146.9824
-37.9744,143.1284
-34.7533,148.7458
-41.3302,144.9438
-36.1586,145.499
-35.4794,150.2162
-31.1126,152.8518
-29.3183,150.2731
-34.4668,150.8828
-34.4402,148.3723
-37.5155,143.0741
-30.2503,152.5571
-36.9209,147.0136
-38.2605,146.666
-34.5131,146.7001
-35.5684,145.5234
-33.18,150.6204
-42.3965,146.6698
-35.723,146.1571
-35.4613,150.3664
-35.3384,143.3325
-27.6551,149.0097
-36.3672,140.8381
-35.3368,147.1355
-34.8051,147.411
-42.2055,147.715
-34.9083,146.0535
-28.9629,149.8655
-34.9014,146.8816
-33.9534,149.7771
-37.4502,142.7636
-34.8857,145.9924
-28.7627,153.0265
-31.5832,151.9163
-33.8854,146.5056
-30.1622,152.1671
-28.8574,143.2099
-38.2334,143.953
-34.8615,148.6855
-31.2767,152.5645
-41.4084,147.2878
-34.4686,150.8862
-30.7478,151.1516
-33.6159,147.6326
-38.0029,146.6582
-36.0431,149.3052
-35.0111,145.9402
-41.662,147.8164
-29.8211,152.5797
-35.0293,144.0398
-30.8111,151.3366
-30.7728,150.4118
-37.0994,143.9138
-27.5351,151.2681
-41.1188,144.7858
-36.5991,147.729
-28.3204,141.5942
-28.0299,153.0514
-37.4602,148.5105
-36.6425,142.6176
-38.0223,143.9956
-41.7992,145.1602
-28.3252,146.9413
-36.5828,142.2004
-34.049,140.4927
-34.7902,147.3837
-34.4649,150.878
-31.8048,145.8376
-37.8625,143.2851
-40.9296,145.407
-29.2514,149.152
-33.161,147.0566
-29.9376,152.6616
-35.5317,142.2441
-41.0424,145.3011
-28.6377,149.8703
-27.4039,150.4186
-36.0622,145.973
-36.9549,142.14
-36.1686,145.3144
-35.397,147.1902
-29.1299,152.3555
-33.828,147.7294
-35.551,142.0374
-29.2086,148.3773
-30.0171,140.7611
-31.4257,152.3873
-29.2052,149.4684
-42.7792,145.6604
-37.4361,142.2126
-41.6132,146.1272
-29.0374,151.7115
-33.9127,145.6825
-30.2516,152.5506
-29.2446,152.2653
-37.6124,149.5455
-35.9069,146.3058
-29.1492,151.2782
-34.1409,146.998
-37.203,148.3481
-36.5076,144.7442
-36.4845,145.5112
-30.2083,152.1501
-29.5541,151.1461
-28.948,140.9397
-27.7952,147.4254
-29.961,151.8193
-30.6644,145.984
-34.9528,147.4076
-35.6071,146.6842
-31.6396,148.1838
-27.4874,149.1451
-37.6586,149.5121
-27.543,147.8675
-37.6695,148.5306
-33.3893,149.8542
-42.0444,147.0365
-34.2435,147.7721
-31.3774,151.6806
-27.9774,140.9899
-35.005,141.1863
-31.646,148.1179
-37.5285,143.0917
-34.1782,142.4277
-36.0857,145.8636
-43.1123,147.8976
-36.479,149.6971
-34.9299,147.2621
-41.1319,144.8739
-30.2234,150.9038
-28.4983,147.5126
-35.6187,144.2825
-33.7928,150.8908
-35.8116,141.1249
-29.5635,149.9637
-34.0137,150.5219
-32.9132,146.3988
-30.9526,152.0551
-27.5881,147.3679
-34.2652,140.6776
-38.3633,146.6211
-29.566,140.9107
-34.5642,147.5716
-36.9098,145.8336
-36.5748,144.0106
-36.3074,142.5661
-33.051,148.7667
-35.588,149.6916
-35.7972,144.8184
-31.5229,152.4955
-36.6448,147.7363
-28.902,152.3113
-28.7675,146.0327
-36.0583,143.5621
-28.6823,152.5383
-34.6157,145.8476
-33.9224,148.2504
-36.1529,145.9918
-30.7557,152.0889
-28.0512,151.0978
-38.0985,145.1626
-29.2203,152.7254
-33.7133,147.2923
-33.4062,148.1438
-28.0185,147.2532
-35.5386,144.8005
-35.5843,145.6407
-31.4039,151.6826
-33.567,148.2139
-37.8789,140.9266
-36.4813,144.7478
-31.6078,151.9945
-35.1455,146.8024
-27.6941,141.6431
-27.6088,141.891
-37.3236,143.2699
-31.3388,152.8623
-38.3438,143.6013
-36.3787,140.7394
-32.7983,150.9024
-36.793,142.3338
-37.7413,142.0798
-30.2165,152.5175
-37.9802,144.1709
-36.3447,145.6771
-37.6173,145.8979
-36.1976,142.042
-33.7567,147.4251
-34.6088,147.0378
-28.8515,148.0139
-27.8668,148.1414
-37.904,145.2483
-41.3717,148.2282
-31.5562,148.6814
-31.7829,152.1984
-35.5005,146.4354
-35.8065,145.7145
-37.4154,142.3007
-37.1777,148.991
-34.4661,150.8887
-30.1441,152.4417
-34.0646,148.4775
-33.848,149.6053
-38.38,142.5864
-38.0011,141.3045
-36.7004,143.1544
-28.7184,148.9669
-35.7993,148.1225
-36.412,145.6211
-32.3052,151.3821
-34.7753,146.057
-27.476,150.499
-37.8047,142.1474
-28.4267,149.3794
-35.3084,144.0378
-36.145,147.5526
-29.2241,148.6923
-32.6729,146.1797
-35.5607,145.5598
-32.7582,147.3288
-37.7726,146.5448
-29.1767,150.3726
-34.4091,146.8174
-35.4147,145.9809
-38.4973,146.4179
-42.1422,147.4123
-35.5857,150.2012
-34.5938,141.4187
-35.9751,147.3
-29.0836,152.2777
-36.2517,142.3332
-36.0825,149.8477
-36.0729,141.5871
-27.8197,148.7429
-37.5139,143.0636
-31.93,145.8755
-29.5855,152.9425
-30.6601,150.9135
-33.9785,145.971
-34.6592,147.2377
-31.0939,152.3557
-34.4693,148.006
-36.8209,142.3321
-36.1095,149.0583
-29.0433,149.7209
-28.9337,147.5345
-43.287,146.9047
-35.4848,146.5624
-29.6232,149.2112
-37.6339,143.0051
-41.3458,147.566
-37.0871,142.344
-28.4644,145.4285
-35.9914,143.9557
-34.468,150.8907
-30.3259,151.4762
-36.5858,143.0194
-34.8559,147.3433
-34.1223,147.9784
-34.1401,148.4056
-41.3367,148.1903
-35.7858,146.6834
-35.4915,142.8436
-30.0854,148.1396
-32.6015,150.6331
-29.2616,151.2114
-36.1167,145.7186
-28.4606,151.6024
-41.2793,147.345
-36.0465,145.5641
-36.1428,147.491
-43.0641,147.0042
-35.9379,146.4398
-37.321,148.4525
-36.3367,140.7232
-33.8586,149.1931
-35.9543,146.1856
-35.0024,145.9796
-35.01,147.4833
-35.4192,148.2357
-37.3827,142.3065
-35.3561,147.1729
-33.7753,149.588
-31.4136,148.7504
-30.8683,145.9096
-27.8949,147.4033
-28.5161,149.6781
-35.8793,141.4265
-34.4357,147.6306
-28.9033,150.6903
-43.2531,147.0319
-29.5053,151.0968
-35.5426,148.2893
-30.4293,152.9441
-31.392,148.5147
-35.6919,146.4617
-31.5772,150.7254
-36.6115,144.0765
-29.1671,152.8894
-29.4984,149.0888
-33.2016,147.0716
-28.0964,149.2872
-28.462,142.2969
-37.7206,142.5667
-35.5235,145.8329
-35.0092,147.3469
-42.4028,146.4907
-37.8253,143.4591
-34.9623,147.5814
-37.714,146.5981
-36.7284,144.0491
-41.2839,148.2461
-41.7104,148.1561
-27.549,148.3859
-28.6989,152.2385
-35.0738,149.3615
-30.6237,148.0726
-30.9579,151.9699
-37.1316,149.6245
-36.7426,141.1809
-27.9154,148.8695
-31.3061,148.9501
-35.2107,145.624
-27.6718,152.1641
-28.1762,149.7031
-28.9412,152.6238
-37.1578,148.5611
-37.5587,148.8009
-31.351,147.7454
-29.4847,152.1371
-32.0158,152.3601
-28.2791,149.3758
-34.2107,147.2591
-34.7277,142.8644
-31.8265,146.4291
-32.3051,148.4544
-35.4043,144.9096
-35.8362,146.9014
-30.6244,147.779
-30.9078,146.0969
-34.8085,148.0726
-37.6665,142.4014
-34.4479,146.2747
-35.8665,146.8531
-29.0496,148.8094
-28.2482,147.6369
-37.4381,143.1286
-31.1345,146.7187
-31.1059,152.7437
-28.0344,153.3281
-28.9649,147.5495
-29.3618,148.3363
-36.1183,143.5647
-33.6865,146.4116
-41.4302,145.7896
-36.9297,143.4888
-28.3246,151.155
-33.1021,146.7462
-27.4684,147.5739
-29.9876,152.4235
-32.7719,146.6181
-37.2865,144.9176
-31.894,150.8223
-28.2968,151.066
-28.3845,152.2069
-28.8149,142.5259
-35.354,148.7037
-31.0249,147.5316
-30.0696,145.7819
-38.2506,146.4021
-40.8803,145.3992
-37.891,143.345
-31.2765,152.5433
-40.9674,147.816
-35.9128,141.8639
-29.3491,148.5757
-28.2769,147.8632
-37.2047,148.871
-29.5145,140.705
-35.4308,145.7717
-27.7703,152.2736
-33.2898,149.0984
-32.4344,147.6534
-37.5064,145.7564
-29.2413,151.4441
-27.6013,149.5426
-38.2082,143.6995
-30.4354,152.0858
-31.1778,151.621
-37.0347,147.1057
-33.9916,149.8846
-35.6267,141.8251
-27.5758,150.2476
-36.7191,140.8578
-43.0685,145.8396
-35.6947,141.903
-33.8339,142.7462
-29.4768,152.513
-37.5054,145.7529
-31.8128,145.7721
-28.3008,142.5022
-34.6523,147.7919
-34.5639,146.7214
-34.3652,150.4203
-31.4055,148.4526
-34.3654,145.9439
-34.4651,150.8857
-36.0613,145.8327
-36.3333,144.3346
-30.265,147.7971
-27.6666,153.0456
-29.2381,152.1574
-28.8881,148.9921
-33.637,147.6315
-42.3627,146.9645
-28.3124,141.5194
-37.0057,149.9206
-37.6181,148.6961
-35.5817,140.7269
-41.6434,146.8729
-29.0567,148.8023
-27.8008,152.2194
-37.7031,146.4032
-28.8284,147.7917
-33.5592,146.6331
-27.5999,149.1792
-34.6943,145.8124
-35.041,146.9683
-42.1802,147.9556
-27.5712,148.3821
-41.0591,146.9447
-27.9688,151.6972
-28.3276,150.9676
-28.6674,147.9509
-37.4492,145.2767
-32.6091,151.8099
-27.9114,150.1261
-36.9549,142.14
-37.0975,143.3485
-30.7954,149.0723
-28.377,150.5234
-27.698,148.3268
-38.2342,147.1689
-28.4248,149.2327
-36.3366,146.1249
-32.6455,150.4474
-33.2158,146.8053
-35.4201,147.1886
-34.4628,150.8822
-29.9288,151.0609
-36.2797,145.903
-27.7959,152.5481
-34.4745,146.068
-43.1483,147.7331
-36.9577,143.8834
-37.4871,146.4043
-37.3347,143.044
-32.2049,147.7903
-36.8295,142.1685
-32.012,151.7828
-27.6759,147.8359
-35.4641,141.8649
-37.7103,148.9941
-41.0927,147.7839
-28.934,145.5566
-36.4347,141.1048
-35.7729,146.1847
-36.7161,141.0007
-31.3403,149.0276
-28.354,151.702
-35.9601,145.6201
-28.5889,149.643
-35.5511,147.6887
-37.6597,147.6137
-28.9809,142.6395
-34.6064,147.3155
-28.3986,151.7734
-36.5316,144.742
-38.0107,145.2617
-37.8164,146.1922
-31.732,151.3786
-37.8327,144.7903
-27.9397,152.4299
-42.7356,147.3979
-29.7739,152.347
-37.6357,143.3575
-41.1296,147.9084
-41.0886,144.8101
-36.7986,140.8803
-36.329,145.8361
-38.2259,147.1716
-27.6609,151.2374
-29.9553,151.0232
-41.9268,147.2395
-33.8419,149.4244
-28.3278,148.0405
-34.847,142.2429
-27.4397,151.0484
-29.3588,144.8629
-37.4876,148.8598
-35.3495,140.9757
-34.2278,142.2937
-34.1538,147.2487
-37.4991,148.3343
-37.7495,146.2481
-37.6252,149.3833
-34.6486,147.746
-27.5276,148.9372
-37.6315,142.4294
-34.8127,140.5541
-35.7074,141.3574
-35.9413,142.4156
-32.3387,151.8375
-38.5328,146.7239
-31.955,149.4542
-28.2566,151.2263
-28.7317,148.8213
-35.8123,146.7173
-37.4825,148.6185
-34.9858,147.4455
-38.3486,146.608
-33.0195,142.9228
-29.0288,152.7264
-29.9429,142.4371
-35.2148,147.0957
-31.2167,151.8194
-36.1078,145.8456
-41.3048,146.1453
-31.3923,150.0883
-29.4094,152.9586
-33.9972,147.2758
-34.4097,146.6196
-37.9028,145.2396
-32.4694,146.2127
-37.4351,143.4902
-33.6035,147.0549
-36.8065,142.3287
-35.7243,146.0604
-36.5028,146.7793
-29.3075,152.6408
-34.882,147.3349
-29.9898,152.8847
-37.3827,142.3065
-30.7987,143.4872
-37.0474,142.2687
-36.9386,149.347
-33.3847,146.6331
-36.8108,146.6131
-33.7769,147.4179
-34.4603,150.8797
-37.4014,147.0111
-35.7541,146.5747
-29.9234,152.3051
-27.7757,148.5733
-36.4588,140.84
-30.8148,152.2202
-42.5622,146.6532
-36.124,146.5192
-35.5129,148.2355
-41.1236,145.3213
-30.8626,146.1438
-37.4303,143.2333
-38.0039,142.4172
-34.9691,146.844
-32.0886,147.9491
-37.5815,143.4365
-35.9703,141.9943
-28.6915,148.8122
-28.3448,149.9551
-30.3746,148.2822
-34.6695,145.9324
-28.3756,149.8449
-30.7161,146.0341
-35.6689,145.2757
-37.3508,148.3365
-29.603,152.6122
-28.4494,140.6369
-35.2672,141.0184
-28.9622,149.1623
-28.2899,149.1478
-35.1924,146.9137
-28.4674,148.3817
-28.3062,148.7195
-36.639,145.2565
-27.937,144.1106
-29.9711,153.1179
-33.8525,147.7006
-35.4721,147.116
-35.1927,147.6645
-29.9407,150.4812
-28.3885,148.8853
-35.5702,144.5759
-41.3677,146.9777
-35.4044,146.7549
-34.0576,147.9465
-28.7517,147.0777
-34.1862,145.925
-27.8749,147.735
-35.3154,144.0639
-42.4217,146.5377
-30.9532,152.555
-35.8887,146.2841
-38.0296,143.4872
-27.4144,149.3071
-35.9708,147.3638
-36.3504,142.8506
-34.4866,147.9425
-29.3031,150.3206
-33.1564,150.732
-36.5644,147.2749
-33.0238,148.4799
-29.575,140.787
-36.9448,149.3827
-35.745,140.647
-33.9342,146.6184
-30.0857,149.4595
-35.1811,145.966
-37.4286,146.0524
-36.3841,149.7311
-36.3022,143.3709
-38.1701,141.9104
-30.0187,152.9656
-30.5475,144.5593
-41.1113,144.8649
-41.1787,147.4946
